Gene id	MeanTPM (G45A-OE)	MeanTPM (CON)	log2FoldChange	pValue	qValue	result
TMEM267	3.829593333	6.001466333	-0.648123837	2.60E-05	0.000105557	-
TMEM268	1.724547333	2.066038333	-0.260649296	0.070609188	0.134539128	-
TMEM27	18.126747	10.175167	0.833067571	1.29E-06	6.24E-06	-
TMEM270	0.085455667	0.061404	0.476843523	0.862398223	0.916876127	-
TMEM30A	61.66669833	60.171932	0.035400926	0.370395295	0.509869427	-
TMEM30B	0.009056333	0.0001	6.500855155	0.244946818	1	-
TMEM33	32.15129633	29.42576233	0.127797116	0.565041975	0.689902116	-
TMEM35A	1.905872667	0.763680333	1.319410958	7.32E-05	0.000275923	-
TMEM35B	6.851123	10.081852	-0.55734829	0.001382341	0.004089023	-
TMEM37	30.03217967	22.201741	0.435836373	0.000104518	0.000383704	-
TMEM38A	2.297999667	1.390360667	0.724919415	0.012169098	0.029133288	-
TMEM38B	21.52505267	19.31797967	0.156072547	0.660092159	0.770519057	-
TMEM39A	23.35335	15.690985	0.573693597	4.74E-07	2.45E-06	-
TMEM39B	9.465922667	6.716499	0.495033717	0.017268798	0.039594264	-
TMEM40	3.207805333	1.454497	1.141066273	0.00219493	0.006224779	-
TMEM41A	12.580863	12.528136	0.00605911	0.387267461	0.527525126	-
TMEM41B	54.58322	53.46933367	0.029745807	0.321320786	0.457191443	-
TMEM42	26.96932733	22.905147	0.235647717	0.204654289	0.321107979	-
TMEM43	46.64913433	35.843164	0.380152315	6.01E-05	0.000229784	-
TMEM44	13.45493033	13.40261567	0.005620335	0.385579019	0.525676596	-
TMEM45A	7.339834667	8.313484667	-0.179705755	0.066025157	0.127018329	-
TMEM45B	16.52946	18.99083533	-0.200263771	0.000140085	0.000503115	-
TMEM47	0.041689	0.105874333	-1.344614214	0.085695933	0.158309596	-
TMEM5	15.32455167	17.098045	-0.157986509	0.042982052	0.087789457	-
TMEM50A	191.9343107	136.6498667	0.490128582	1.95E-06	9.24E-06	-
TMEM50B	19.66507433	15.71113433	0.323848294	0.0147811	0.034564894	-
TMEM51	39.129818	17.281844	1.179011236	1.02E-31	5.10E-30	up
TMEM52	98.001676	56.64094	0.790961214	3.19E-12	3.01E-11	-
TMEM52B	0.197293333	0.096023333	1.038885284	0.233287318	0.356390378	-
TMEM53	16.65065733	4.944332333	1.751731511	1.09E-34	7.01E-33	up
TMEM54	35.27741867	40.15650933	-0.186888867	0.002461913	0.006898648	-
TMEM55A	12.24681433	7.878231667	0.636462775	7.71E-05	0.000289598	-
TMEM55B	27.48876367	21.169707	0.37684072	0.003696584	0.009987859	-
TMEM56	7.823177	7.940830333	-0.021535264	0.18756949	0.299730125	-
TMEM57	19.79601867	11.270297	0.812684773	2.84E-12	2.70E-11	-
TMEM59	91.31962867	36.233109	1.333616391	2.95E-14	3.37E-13	up
TMEM59L	93.217331	60.91879667	0.613710762	4.67E-09	3.10E-08	-
TMEM60	49.978911	44.24425767	0.175829242	0.537759726	0.667683542	-
TMEM61	0.053494667	0.0001	9.063251254	0.334049579	1	-
TMEM62	4.727614	5.434802	-0.201115229	0.004896737	0.012884904	-
TMEM63A	6.384676333	7.998746	-0.325160354	0.000218241	0.000755312	-
TMEM63B	27.06314533	20.77301667	0.381618782	0.000431498	0.001414667	-
TMEM63C	5.236525	3.033514667	0.787619459	5.76E-09	3.78E-08	-
TMEM64	8.955386667	7.266324	0.301530029	0.067133971	0.128898036	-
TMEM65	20.88498567	15.580269	0.422746011	3.09E-05	0.000124457	-
TMEM67	7.876329667	7.639914	0.043967099	0.847049749	0.906278004	-
TMEM68	25.84038233	20.292567	0.348676039	0.016501264	0.038097952	-
TMEM69	11.74150067	13.64991733	-0.217275405	0.020002205	0.045111078	-
TMEM70	97.64655267	102.1624373	-0.065223833	0.035406332	0.074191933	-
TMEM71	3.209148333	0.562587667	2.512040645	3.55E-13	3.70E-12	-
TMEM72	0.029574667	0.060605333	-1.03508285	0.194646687	0.308964896	-
TMEM74	0.840682	1.668118667	-0.988589834	0.00014904	0.000532665	-
TMEM74B	0.480900667	0.655415667	-0.446671232	0.117752187	0.206201736	-
TMEM79	0.702849	0.191205333	1.878092009	0.000462669	0.001505196	-
TMEM80	27.06765367	33.307489	-0.299276761	0.001832704	0.005283285	-
TMEM81	0.156019333	0.101593	0.618923813	0.541865603	0.670681563	-
TMEM82	0.429133667	0.128773333	1.736593221	0.017595751	0.040256625	-
TMEM86A	21.57839067	6.789295	1.668253594	3.95E-39	3.28E-37	up
TMEM86B	1.859580333	15.94320233	-3.099892458	0.000329046	0.001099804	down
TMEM87A	16.96483167	8.272266333	1.036192575	1.62E-17	2.56E-16	up
TMEM87B	10.74130633	8.000051333	0.425088299	0.000409255	0.001347314	-
TMEM88	0.418388	0.233363667	0.842261514	0.403082586	0.543416471	-
TMEM88B	14.262922	8.847735	0.688889492	1.04E-05	4.48E-05	-
TMEM89	0.0001	0.007638333	-6.255185975	0.709036939	1	-
TMEM8A	48.714226	62.213932	-0.352894546	4.15E-08	2.46E-07	-
TMEM8B	6.481974333	3.616805667	0.841717225	2.21E-06	1.04E-05	-
TMEM9	108.7855633	93.29374467	0.221634856	0.003845461	0.010354837	-
TMEM91	16.622101	12.400393	0.422716903	0.049687623	0.099286574	-
TMEM92	73.989006	44.91159933	0.720222819	6.12E-12	5.63E-11	-
TMEM94	13.403154	12.177993	0.138296144	0.486570512	0.622142846	-
TMEM95	0.298532333	0.242286	0.301176151	0.747252905	0.837294505	-
TMEM97	32.60070633	32.14760733	0.020191857	0.356438045	0.495409037	-
TMEM98	31.589751	67.55655433	-1.096639181	7.12E-36	4.89E-34	down
TMEM9B	90.89731333	85.48711167	0.088530722	0.565826364	0.690682624	-
TMF1	15.38042033	8.012897667	0.940698974	5.95E-16	7.97E-15	-
TMIE	0.208293	0.196021	0.087606136	0.99281761	0.995914758	-
TMIGD1	0.176697667	0.152028333	0.216942767	0.917488633	0.951323463	-
TMIGD2	1.826667333	0.667838	1.451643829	0.005703621	0.01474914	-
TMIGD3	0.109959667	0.056407333	0.963019799	0.601126138	0.720815534	-
TMLHE	6.705897667	8.571496	-0.354116555	0.000222291	0.000767795	-
TMOD1	1.724560667	0.77213	1.159313208	8.06E-05	0.000301594	-
TMOD2	0.063910667	0.727459667	-3.50873862	1.88E-21	4.11E-20	-
TMOD3	12.38346367	13.14497767	-0.086096797	0.328786968	0.465376903	-
TMOD4	0.083652667	0.10722	-0.358090604	0.733632252	0.827120865	-
TMPO	9.990016667	11.700698	-0.228035606	0.00084853	0.002620763	-
TMPPE	2.31825	1.034085667	1.164680447	2.98E-06	1.38E-05	-
TMPRSS12	0.009025	0.0001	6.495855027	0.625741597	1	-
TMPRSS13	0.0001	0.011956333	-6.901631214	0.43225368	1	-
TMPRSS15	0.008121667	0.011996333	-0.562745793	0.845768196	0.905297936	-
TMPRSS2	18.549903	20.48728733	-0.143317331	0.013396597	0.031665741	-
TMPRSS3	0.019439	0.004975	1.966185574	0.51486136	0.646719413	-
TMPRSS4	0.00558	0.0001	5.802193217	0.625741597	1	-
TMPRSS5	0.017108	0.039063	-1.191131639	0.605808225	0.72461729	-
TMPRSS6	2.594153333	0.746356	1.797327913	4.80E-12	4.45E-11	-
TMPRSS7	0.0001	0.0001	0	1	1	-
TMPRSS9	0.467842	0.173461333	1.43140728	0.008337123	0.020763723	-
TMSB10	10771.52083	14424.97852	-0.421347211	1.12E-16	1.61E-15	-
TMSB15A	0.0001	0.090107333	-9.815500714	0.341418986	1	-
TMSB15B	28.394874	28.85949767	-0.023415678	0.339866872	0.477584963	-
TMSB4X	1983.641886	2104.939534	-0.085627197	0.021863867	0.048772849	-
TMTC1	1.322168667	1.782948333	-0.431358666	0.02681253	0.058368769	-
TMTC2	0.032402	0.0001	8.339939055	0.015900993	0.036857696	-
TMTC3	6.987579667	6.724513	0.055363037	0.643674118	0.756737498	-
TMTC4	5.542698333	7.496863	-0.435698548	1.83E-06	8.70E-06	-
TMUB1	50.59182633	61.66512567	-0.285550492	6.39E-05	0.000243108	-
TMUB2	22.42842	15.67572367	0.516795945	0.193916746	0.307959725	-
TMX1	25.739342	26.37919467	-0.035425348	0.052794503	0.104670696	-
TMX2	15.03167167	14.34250967	0.067707969	0.269715607	0.39941159	-
TMX3	10.95546033	8.241017	0.410755813	0.002642253	0.007357415	-
TMX4	18.571869	16.513734	0.169452638	0.496994325	0.631696513	-
TNC	0.068507333	0.010822667	2.662202411	0.012277614	0.029345101	-
TNF	2.083483667	1.012990333	1.040377383	0.006985786	0.017741438	-
TNFAIP1	36.21138133	25.953134	0.480534448	4.13E-07	2.14E-06	-
TNFAIP2	43.74618933	38.09662267	0.199494245	0.153877634	0.256754975	-
TNFAIP3	17.94229067	8.580698	1.064197175	2.44E-17	3.78E-16	up
TNFAIP6	4.774559667	1.307504	1.868552327	1.79E-11	1.56E-10	-
TNFAIP8	13.54856567	10.15296267	0.416239355	0.014814261	0.034629676	-
TNFAIP8L1	25.08873233	21.40282733	0.229238186	0.10735496	0.191249571	-
TNFAIP8L2	0.504189667	0.194045667	1.377570335	0.07815468	0.1465689	-
TNFAIP8L3	0.0001	0.081297	-9.667058305	0.043148978	0.088060556	-
TNFRSF11A	0.039096	0.047426667	-0.278677464	0.747787405	0.837668046	-
TNFRSF11B	0.0001	0.013349	-7.060587861	0.469847128	1	-
TNFRSF12A	311.4016723	340.143219	-0.127365636	0.001759859	0.005091793	-
TNFRSF13B	1.015800667	0.534592333	0.926106273	0.027493156	0.059700232	-
TNFRSF13C	0.082874333	0.049137667	0.754096008	0.553277719	0.680250703	-
TNFRSF17	0.189582333	0.065569333	1.531731398	0.297677247	0.430732527	-
TNFRSF18	1.056868	0.543153	0.960364648	0.112584509	0.198798342	-
TNFRSF19	0.017371	0.0001	7.440536998	0.165242131	0.271786396	-
TNFRSF1A	88.67511	73.698931	0.266885522	0.034719434	0.072985581	-
TNFRSF1B	76.93604833	54.55788667	0.495871969	3.74E-07	1.95E-06	-
TNFRSF21	158.0835827	131.512179	0.265491138	0.008779264	0.021751046	-
TNFRSF25	1.979202	1.295703	0.611183801	0.132865793	0.227744293	-
TNFRSF4	0.066405667	0.107291	-0.692150799	0.691718448	0.795357833	-
TNFRSF6B	28.10060067	49.96821233	-0.830409636	0.000148896	0.000532387	-
TNFRSF8	6.694727333	13.195442	-0.978942474	6.74E-24	1.78E-22	-
TNFRSF9	0.193494	0.217382	-0.167943654	0.533325305	0.663304664	-
TNFSF10	8.693737667	3.747363333	1.214100699	3.31E-16	4.55E-15	up
TNFSF11	0.0001	0.0001	0	1	1	-
TNFSF12	84.11638867	111.72523	-0.409496197	2.91E-09	1.98E-08	-
TNFSF13	4.676058667	5.898264667	-0.33499753	0.040188745	0.082764553	-
TNFSF13B	0.014260667	0.194234667	-3.767687381	0.000772052	0.002406421	-
TNFSF14	0.0001	0.0001	0	1	1	-
TNFSF15	0.085889	0.0001	9.746329564	0.090121822	0.164774651	-
TNFSF18	0.153131333	0.045101667	1.763516861	0.063879018	0.123470462	-
TNFSF4	0.168011333	0.202758	-0.271200284	0.804267679	0.878326751	-
TNFSF8	0.0001	0.0001	0	1	1	-
TNFSF9	33.18603	37.693839	-0.183752684	0.000355264	0.00117895	-
TNIK	7.221354	4.937183667	0.548581052	1.45E-05	6.08E-05	-
TNIP1	88.092204	80.83066567	0.12411162	0.608689402	0.726967171	-
TNIP2	11.231389	9.353725667	0.263923337	0.087133411	0.160528889	-
TNIP3	0.541109333	1.155749	-1.094836083	0.007360959	0.018590401	-
TNK1	18.99259933	23.35256967	-0.298143943	2.15E-05	8.82E-05	-
TNK2	15.01119333	13.852717	0.115869704	0.81307313	0.884189158	-
TNKS	8.771239333	4.677828	0.906941887	9.08E-15	1.10E-13	-
TNKS2	23.99855167	20.13599733	0.25317041	0.05985379	0.116613807	-
TNMD	0.0001	0.0001	0	1	1	-
TNN	2.072975333	2.063539333	0.006582012	0.572746041	0.69649402	-
TNNC1	2.403854667	1.406209	0.773538642	0.216623465	0.336249504	-
TNNC2	3.314654333	1.062314667	1.64164726	0.002286434	0.006449654	-
TNNI1	2.42605	0.92383	1.392909983	0.00099498	0.003031766	-
TNNI2	30.868602	10.516521	1.553482625	3.09E-18	5.21E-17	up
TNNI3	17.56969133	8.287949667	1.0840017	5.66E-17	8.42E-16	up
TNNT1	11.99711433	5.528419	1.117748569	1.10E-08	7.01E-08	up
TNNT2	1.117065	1.026948333	0.121349536	0.932745887	0.961330769	-
TNNT3	0.048882333	0.134606	-1.461357662	0.532791696	0.662768915	-
TNP1	0.0001	0.0001	0	1	1	-
TNP2	0.033148	0.0001	8.372778017	0.233939755	0.357071866	-
TNPO1	22.99901	26.94974133	-0.228699665	2.27E-05	9.30E-05	-
TNPO2	51.53913733	41.496398	0.312682277	0.002256787	0.006376421	-
TNPO3	36.57425833	38.28029633	-0.065773389	0.048876664	0.097881883	-
TNR	0.000542	0.0001	2.438292852	0.790861922	1	-
TNRC18	12.23438933	9.385981	0.382362648	0.000465925	0.001515011	-
TNRC6A	4.383037333	3.911756667	0.164114338	0.319003339	0.454644247	-
TNRC6B	1.79336	1.896095333	-0.080366378	0.39970002	0.540323122	-
TNRC6C	1.530592667	1.444218	0.083801864	0.851479938	0.909535388	-
TNS1	6.207585667	8.39653	-0.435760968	5.17E-08	3.03E-07	-
TNS2	19.172822	23.32765967	-0.282978878	2.92E-06	1.35E-05	-
TNS3	0.096940333	0.069192333	0.48648485	0.567189698	0.691725775	-
TNS4	7.817738667	9.473493333	-0.277145156	0.000806004	0.002499559	-
TNXB	1.550795	0.975248333	0.669166456	2.65E-05	0.000107483	-
TOB1	52.84422067	22.961635	1.202520325	1.92E-35	1.28E-33	up
TOB2	13.49273133	10.62220233	0.345099507	0.007483508	0.018862364	-
TOE1	6.323566333	11.08854033	-0.810259128	1.19E-10	9.50E-10	-
TOGARAM1	7.774695333	5.576345333	0.479466234	1.85E-05	7.65E-05	-
TOGARAM2	7.479059667	2.634837	1.505143179	1.50E-33	8.78E-32	up
TOLLIP	91.09777833	103.631162	-0.185970113	0.001861772	0.005358964	-
TOM1	47.55222333	31.935187	0.574365898	1.30E-09	9.24E-09	-
TOM1L1	20.972986	21.89759567	-0.062240194	0.056968551	0.111804966	-
TOM1L2	18.80538767	12.93694667	0.53964889	6.40E-08	3.70E-07	-
TOMM20	76.89478833	107.1810277	-0.479091828	9.85E-17	1.43E-15	-
TOMM20L	0.048136333	0.111998667	-1.2182834	0.560331321	0.685954512	-
TOMM22	34.0751	49.019062	-0.524624987	1.14E-11	1.02E-10	-
TOMM34	41.58296067	36.80002333	0.176285799	0.397041804	0.537760833	-
TOMM40	100.5839313	180.0651707	-0.840119306	3.30E-25	9.79E-24	-
TOMM40L	20.32962633	21.12434267	-0.055322751	0.097417439	0.176201154	-
TOMM5	46.897686	87.312317	-0.896668447	9.56E-19	1.70E-17	-
TOMM6	0.244163667	0.196675667	0.312030059	0.70989971	0.808964379	-
TOMM7	123.8847017	159.008825	-0.360108795	1.46E-06	7.01E-06	-
TOMM70	23.89560667	22.00555233	0.118877812	0.806552758	0.8802723	-
TONSL	17.70480567	29.387623	-0.731067664	1.07E-15	1.40E-14	-
TOP1	33.17580033	35.92399967	-0.114816715	0.006370686	0.016321132	-
TOP1MT	1.539054667	1.400996667	0.135590953	0.472726369	0.610016028	-
TOP2A	73.23040233	46.34951	0.659888635	1.23E-15	1.61E-14	-
TOP2B	17.73200867	22.54803233	-0.346645569	2.57E-07	1.37E-06	-
TOP3A	19.82167067	18.39826567	0.10750879	0.907998502	0.945759315	-
TOP3B	9.286457333	9.213008667	0.011455961	0.444213598	0.582904028	-
TOPAZ1	0.0001	0.0001	0	1	1	-
TOPBP1	12.525443	17.685931	-0.497740536	1.11E-12	1.09E-11	-
TOPORS	13.36613433	10.113214	0.402340717	0.001399422	0.004133127	-
TOR1A	29.20793467	36.02622733	-0.302687234	0.000549414	0.001759142	-
TOR1AIP1	16.40325933	16.619572	-0.018900722	0.186417172	0.298439938	-
TOR1AIP2	16.486396	19.800878	-0.264288349	4.01E-07	2.09E-06	-
TOR1B	15.36704833	18.411194	-0.260743109	0.00013313	0.000479858	-
TOR2A	7.602382333	6.771837333	0.166904263	0.723296351	0.819033078	-
TOR3A	53.76041567	44.91052	0.259490866	0.070926857	0.135022775	-
TOR4A	12.32694333	20.038726	-0.700975685	6.08E-15	7.49E-14	-
TOX	1.735920333	1.9406	-0.160802038	0.083833125	0.155502195	-
TOX2	1.764729333	0.904653	0.964010501	0.001327878	0.003944435	-
TOX3	1.071408667	1.233430667	-0.20316775	0.291730306	0.424385661	-
TOX4	18.910356	16.47641667	0.198774008	0.270824144	0.400367939	-
TP23	0.018215667	0.005412	1.750946052	0.716448764	1	-
TP53	3.674860667	7.569258667	-1.042462459	9.56E-10	6.90E-09	down
TP53BP1	4.487812667	3.029965	0.566711326	0.000217939	0.000754405	-
TP53BP2	25.68925867	29.983993	-0.223027263	5.82E-05	0.000223538	-
TP53I11	0.0001	0.0001	0	1	1	-
TP53I13	104.749995	99.544716	0.073533533	0.754865591	0.842205412	-
TP53I3	1.604645667	2.033094	-0.341422159	0.083602867	0.155182634	-
TP53INP1	23.64916233	6.363469	1.893903723	6.17E-68	1.73E-65	up
TP53INP2	20.29907933	6.623553667	1.615736931	5.89E-50	7.85E-48	up
TP53RK	9.497204	15.58460367	-0.714546718	9.77E-12	8.80E-11	-
TP53TG5	0.078663333	0.159021333	-1.015457095	0.393826573	0.534661495	-
TP63	0.435477	0.202419667	1.105247058	0.006615553	0.016864478	-
TP73	41.57031633	30.345757	0.454058916	1.11E-05	4.73E-05	-
TPBG	14.455542	8.841823333	0.709206889	0.480182335	0.616669191	-
TPBGL	0.0001	0.0001	0	1	1	-
TPCN1	10.86749733	6.668364333	0.704614907	2.04E-10	1.59E-09	-
TPCN2	28.24334733	19.25855133	0.552411899	9.13E-05	0.000338998	-
TPD52	113.4029977	142.6045737	-0.330561477	7.90E-12	7.19E-11	-
TPD52L1	4.013699667	4.748061	-0.242405802	0.026308035	0.057408398	-
TPD52L2	125.7649283	165.543101	-0.396477229	7.72E-07	3.86E-06	-
TPD52L3	0.0001	0.0001	0	1	1	-
TPGS1	34.78995133	31.11977233	0.160839155	0.627316201	0.742597256	-
TPGS2	8.495836333	8.4605	0.006013047	0.469048385	0.606776356	-
TPH1	0.031058333	0.031574333	-0.02377186	0.99430515	0.996492401	-
TPH2	0.0001	0.005623667	-5.813439179	0.629730267	1	-
TPI1	1193.549438	1362.265015	-0.190749066	2.31E-05	9.46E-05	-
TPK1	5.67318	4.156904	0.448648208	0.017073143	0.039207054	-
TPM1	132.898885	213.4350127	-0.68346786	4.80E-26	1.53E-24	-
TPM2	18.70626333	11.87830433	0.655192501	0.003656872	0.00988477	-
TPM3	105.282796	236.7496847	-1.169092796	3.18E-37	2.38E-35	down
TPM4	1022.457275	766.8854167	0.414957619	4.14E-09	2.78E-08	-
TPMT	197.93426	196.9199473	0.007412088	0.235837425	0.359104502	-
TPO	0.095083333	0.040619	1.227037758	0.312514072	0.44750661	-
TPP1	115.8784027	55.54921433	1.060773291	1.00E-32	5.43E-31	up
TPP2	12.708904	19.30748333	-0.603320507	6.79E-22	1.53E-20	-
TPPP	10.59593367	5.346611	0.986814097	1.07E-16	1.55E-15	-
TPPP2	0.049249667	0.0001	8.94397015	0.427571628	1	-
TPPP3	47.07711933	41.39467467	0.185580864	0.042878889	0.087603268	-
TPR	18.36819633	17.96316567	0.032168348	0.497985019	0.632255696	-
TPRA1	16.69985133	17.18350033	-0.041188688	0.285818134	0.417860843	-
TPRG1	0.00877	0.0001	6.454504938	0.52261084	1	-
TPRG1L	46.634599	67.612901	-0.535897837	1.54E-09	1.08E-08	-
TPRKB	8.990154667	13.71425067	-0.609257956	0.000113444	0.00041384	-
TPRN	15.794978	17.72782067	-0.166549265	0.003110852	0.008531201	-
TPST1	24.199225	20.59732567	0.232503813	0.193182906	0.307124671	-
TPST2	8.869437667	7.304591333	0.280039077	0.249636363	0.375727696	-
TPT1	6519.143229	5103.794596	0.353112104	0.001325255	0.003938523	-
TPX2	85.64070633	77.28099567	0.148183013	0.442255261	0.58094728	-
TRA2A	58.068873	40.784472	0.50974506	1.64E-19	3.13E-18	-
TRA2B	48.04488133	61.18870433	-0.348882615	3.61E-06	1.65E-05	-
TRABD	49.98500567	57.11200733	-0.192298707	0.002215016	0.006275165	-
TRABD2A	0.866594	1.291874333	-0.576037586	0.060401838	0.117537211	-
TRABD2B	0.0001	0.0001	0	1	1	-
TRADD	17.62844067	17.28240067	0.028601232	0.825647755	0.892907286	-
TRAF1	0.744346333	0.579559	0.361018505	0.13862938	0.235839686	-
TRAF2	37.301908	35.16695633	0.08502895	0.873594819	0.92442553	-
TRAF3	19.17512433	11.00732267	0.80077233	1.66E-19	3.15E-18	-
TRAF3IP1	16.94014467	16.92832	0.001007391	0.285261834	0.417175708	-
TRAF3IP2	12.51526767	12.73847067	-0.025502937	0.29321775	0.426285141	-
TRAF3IP3	0.685256333	0.564525667	0.279604581	0.84844482	0.907347388	-
TRAF4	52.92153167	43.870351	0.270608568	0.069457655	0.13270365	-
TRAF5	8.831568	7.715872667	0.194840269	0.130887489	0.224920408	-
TRAF6	2.563097	2.222560667	0.205665279	0.721212958	0.817354647	-
TRAF7	102.6868847	82.672656	0.312769788	0.000758071	0.002367107	-
TRAFD1	27.105135	15.244917	0.830237897	2.12E-14	2.46E-13	-
TRAIP	2.705731333	3.859488667	-0.512391128	0.026039997	0.056927914	-
TRAK1	3.208793667	4.278491667	-0.415071257	0.000109351	0.000399671	-
TRAK2	7.979262	9.496931667	-0.251206155	0.001645512	0.004790079	-
TRAM1	440.3557533	424.0632423	0.054390079	0.493227424	0.628251072	-
TRAM1L1	0.0001	0.0001	0	1	1	-
TRAM2	27.352918	19.63620133	0.478178883	7.57E-06	3.32E-05	-
TRANK1	0.924833	0.550339	0.748872308	0.001830995	0.005279957	-
TRAP1	116.0339737	148.3240457	-0.354205225	1.31E-10	1.04E-09	-
TRAPPC1	67.581261	85.14039867	-0.333220575	7.49E-07	3.75E-06	-
TRAPPC10	8.044911	11.615971	-0.529961391	2.04E-11	1.77E-10	-
TRAPPC11	16.40121667	16.65264267	-0.021948302	0.199143075	0.314553849	-
TRAPPC12	9.114551667	11.81171833	-0.37397526	3.48E-07	1.83E-06	-
TRAPPC13	39.91197567	29.641823	0.429187517	0.000531728	0.001705669	-
TRAPPC2	12.87552733	16.56461333	-0.363473006	0.000157324	0.000560484	-
TRAPPC2L	145.3702187	175.460078	-0.271411074	3.07E-05	0.00012359	-
TRAPPC3	62.97603367	71.72035733	-0.187579779	0.000500464	0.001615453	-
TRAPPC3L	0.007343	0.0001	6.198297695	0.625741597	1	-
TRAPPC4	69.249583	70.202487	-0.019716757	0.028231707	0.061108772	-
TRAPPC5	294.2263487	306.6944277	-0.059875505	0.075646894	0.142511741	-
TRAPPC6A	106.994339	142.2799683	-0.411198092	8.24E-09	5.32E-08	-
TRAPPC6B	22.97044367	22.81060667	0.010073905	0.372836254	0.512451303	-
TRAPPC8	17.428604	11.47407867	0.603078702	0.000799725	0.002482563	-
TRAPPC9	62.07387533	90.795339	-0.548632021	1.05E-18	1.87E-17	-
TRDMT1	7.542125	8.756105333	-0.215318249	0.005338231	0.013904384	-
TRDN	0.009109	0.003033333	1.586388637	0.688565484	1	-
TREH	5.459601667	2.287707333	1.254893196	3.63E-09	2.45E-08	up
TREM1	0.260065333	0.058615333	2.149524084	0.135626853	0.231687647	-
TREM2	0.331466333	0.029597	3.48533949	0.020404623	0.045867028	-
TREML1	1.178412	0.136573333	3.109096304	3.69E-06	1.69E-05	-
TREML2	0.0345	0.019415667	0.829375117	0.619461424	0.735876324	-
TRERF1	2.390662667	1.970576667	0.278792694	0.196102893	0.310628158	-
TREX1	1.885163667	3.413606	-0.85660677	9.22E-05	0.000342034	-
TREX2	2.721732333	3.611991	-0.408269105	0.653099692	0.764325401	-
TRH	0.0001	0.0001	0	1	1	-
TRHDE	0.003668	0.009940667	-1.43834897	0.329523195	0.466043095	-
TRHR	0.0001	0.0001	0	1	1	-
TRIAP1	15.63033133	15.57941067	0.0047077	0.409384625	0.54889317	-
TRIB1	34.869736	18.532788	0.91189551	4.87E-24	1.31E-22	-
TRIB2	2.750504333	5.699817	-1.051219425	2.40E-17	3.73E-16	down
TRIB3	20.996321	10.670249	0.976542716	3.11E-17	4.76E-16	-
TRIL	0.002874667	0.0001	4.845322772	0.790861922	1	-
TRIM10	0.530415	0.209629	1.339283262	0.004713755	0.01244816	-
TRIM11	6.900911333	7.141566667	-0.049453701	0.108511977	0.192823514	-
TRIM13	25.38573067	18.63965733	0.445642447	0.013306303	0.031479677	-
TRIM14	3.208231667	2.312748	0.472170246	0.003101165	0.008505862	-
TRIM15	0.986180667	1.083536667	-0.1358241	0.963360169	0.978525124	-
TRIM16	8.876495333	6.777190667	0.389302816	0.03063863	0.065609891	-
TRIM17	0.010754	0.072292333	-2.748969279	0.423352121	0.563256282	-
TRIM2	1.115366333	1.644160667	-0.559833656	4.19E-05	0.0001652	-
TRIM21	7.842222	6.434866333	0.285352302	0.178562782	0.288265843	-
TRIM23	8.061664	6.924782	0.219309001	0.316744996	0.452272222	-
TRIM24	4.06858	3.801333333	0.09801982	0.836085257	0.899552502	-
TRIM25	51.055064	39.383129	0.374476327	0.000426099	0.001399618	-
TRIM26	9.356038667	8.072002	0.212971292	0.431572274	0.571043792	-
TRIM27	28.78798067	22.12551767	0.379755385	0.002006253	0.005735812	-
